transaction_id,date,time,payment_app,transaction_type,category,amount_inr,sender_bank,receiver_bank,device_type,network_type,city,status,failure_reason,retry_attempted,response_time_ms
UPI2025000153,2025-10-03,10:33:57,Google Pay,P2P,Peer Transfer,351.36,HDFC Bank,Punjab National Bank,iOS,4G,Ahmedabad,SUCCESS,N/A,N/A,3493
UPI2025000154,2025-02-06,14:10:37,WhatsApp Pay,P2M,Rent,47046.52,ICICI Bank,ICICI Bank,iOS,4G,Delhi,SUCCESS,N/A,N/A,3010
UPI2025000155,2025-01-12,06:41:49,PhonePe,P2M,Travel,1009.57,Yes Bank,Axis Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,1850
UPI2025000156,2025-04-28,14:51:51,Paytm,P2P,Peer Transfer,299.72,Punjab National Bank,Canara Bank,Android,4G,Noida,SUCCESS,N/A,N/A,2784
UPI2025000157,2025-05-13,16:20:55,Paytm,P2M,Recharge/Bill Payment,403.4,IDBI Bank,Bank of Baroda,Android,5G,Bengaluru,SUCCESS,N/A,N/A,2540
UPI2025000158,2025-07-01,07:28:15,Google Pay,P2M,Peer Transfer,179.71,SBI,Punjab National Bank,Android,WiFi,Amritsar,SUCCESS,N/A,N/A,1865
UPI2025000159,2025-12-29,15:20:12,Paytm,P2P,Peer Transfer,120.06,Canara Bank,Union Bank of India,iOS,5G,Mumbai,SUCCESS,N/A,N/A,200
UPI2025000160,2025-07-16,13:15:13,PhonePe,P2P,Peer Transfer,2130.77,SBI,SBI,Android,WiFi,Noida,SUCCESS,N/A,N/A,1751
UPI2025000161,2025-01-04,19:27:08,Amazon Pay,P2M,Medical/Pharmacy,13011.62,IDBI Bank,Bank of Baroda,Android,4G,Bhopal,FAILED,Transaction Timeout,Yes,3962
UPI2025000162,2025-07-15,13:35:17,BHIM,P2M,Recharge/Bill Payment,51.82,IndusInd Bank,Yes Bank,iOS,4G,Kolkata,SUCCESS,N/A,N/A,804
UPI2025000163,2025-05-22,18:12:38,PhonePe,P2P,Peer Transfer,3874.82,Union Bank of India,SBI,Android,4G,Noida,SUCCESS,N/A,N/A,1283
UPI2025000164,2025-02-27,16:32:08,PhonePe,P2P,Peer Transfer,27.91,IndusInd Bank,Bank of Baroda,iOS,5G,Ahmedabad,SUCCESS,N/A,N/A,1307
UPI2025000165,2025-07-17,19:34:31,Paytm,P2M,Medical/Pharmacy,390.01,Punjab National Bank,Canara Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,2921
UPI2025000166,2025-11-06,20:55:44,Paytm,P2P,Peer Transfer,43780.35,IndusInd Bank,Canara Bank,Android,3G,Pune,SUCCESS,N/A,N/A,200
UPI2025000167,2025-08-15,14:33:40,Paytm,P2M,E-commerce,192.92,Kotak Mahindra Bank,ICICI Bank,Android,WiFi,Bengaluru,FAILED,Bank Server Down,Yes,6371
UPI2025000168,2025-06-10,17:26:32,Paytm,P2M,Rent,1498.87,Canara Bank,IDBI Bank,Android,4G,Kolkata,SUCCESS,N/A,N/A,2944
UPI2025000169,2025-07-05,14:20:11,PhonePe,P2P,Peer Transfer,19.66,Union Bank of India,Bank of Baroda,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,700
UPI2025000170,2025-03-16,22:17:35,Google Pay,P2M,Rent,1594.27,Punjab National Bank,Punjab National Bank,Android,4G,Lucknow,SUCCESS,N/A,N/A,2441
UPI2025000171,2025-12-29,19:17:18,Google Pay,P2P,Peer Transfer,416.81,Yes Bank,Union Bank of India,iOS,WiFi,Chandigarh,SUCCESS,N/A,N/A,2333
UPI2025000172,2025-04-22,21:05:22,Amazon Pay,P2M,E-commerce,16.37,Yes Bank,Punjab National Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,1521
UPI2025000173,2025-02-23,07:47:37,Google Pay,P2M,E-commerce,3123.69,SBI,Yes Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,1329
UPI2025000174,2025-07-03,07:49:08,Google Pay,P2P,Peer Transfer,137.12,Union Bank of India,ICICI Bank,iOS,WiFi,Noida,SUCCESS,N/A,N/A,2744
UPI2025000175,2025-10-21,22:20:18,Paytm,P2M,Education Fee,315.83,HDFC Bank,Yes Bank,Android,WiFi,Delhi,SUCCESS,N/A,N/A,1989
UPI2025000176,2025-03-09,13:53:11,WhatsApp Pay,P2M,Recharge/Bill Payment,384.17,SBI,Kotak Mahindra Bank,iOS,WiFi,Ahmedabad,SUCCESS,N/A,N/A,1712
UPI2025000177,2025-01-04,11:38:06,Amazon Pay,P2P,Peer Transfer,448.33,Bank of Baroda,Punjab National Bank,Android,5G,Chandigarh,SUCCESS,N/A,N/A,2077
UPI2025000178,2025-07-01,10:51:07,PhonePe,P2M,Rent,1660.49,IDBI Bank,Canara Bank,Android,5G,Ahmedabad,SUCCESS,N/A,N/A,260
UPI2025000179,2025-10-22,09:39:54,Paytm,P2P,Peer Transfer,492.36,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,1976
UPI2025000180,2025-07-05,11:15:00,Google Pay,P2M,Medical/Pharmacy,2993.8,Axis Bank,Canara Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,919
UPI2025000181,2025-05-20,17:03:42,Google Pay,P2P,Peer Transfer,11159.85,Punjab National Bank,ICICI Bank,Android,WiFi,Ahmedabad,SUCCESS,N/A,N/A,2030
UPI2025000182,2025-09-06,20:18:23,PhonePe,P2P,Peer Transfer,12891.71,Axis Bank,ICICI Bank,Android,3G,Lucknow,SUCCESS,N/A,N/A,2684
UPI2025000183,2025-08-02,20:48:34,BHIM,P2M,Peer Transfer,215.2,Axis Bank,Axis Bank,iOS,4G,Chennai,SUCCESS,N/A,N/A,2265
UPI2025000184,2025-05-21,06:36:07,Google Pay,P2P,Peer Transfer,50.57,Union Bank of India,Union Bank of India,Android,4G,Gurugram,SUCCESS,N/A,N/A,1146
UPI2025000185,2025-09-22,09:37:31,Google Pay,P2M,Entertainment,151.46,Union Bank of India,Canara Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,945
UPI2025000186,2025-09-19,19:46:01,PhonePe,P2P,Peer Transfer,335.2,SBI,IDBI Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,4169
UPI2025000187,2025-01-24,21:04:59,PhonePe,P2P,Peer Transfer,25.28,Punjab National Bank,Kotak Mahindra Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,4104
UPI2025000188,2025-12-13,12:55:58,Amazon Pay,P2M,Utility Bill,173.78,Kotak Mahindra Bank,HDFC Bank,iOS,4G,Lucknow,FAILED,Payer Account Frozen/Inactive,Yes,4307
UPI2025000189,2025-02-19,18:14:53,Google Pay,P2P,Peer Transfer,366.81,SBI,Punjab National Bank,Android,4G,Jaipur,SUCCESS,N/A,N/A,2436
UPI2025000190,2025-04-07,13:09:17,Google Pay,P2P,Peer Transfer,401.71,IDBI Bank,HDFC Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1293
UPI2025000191,2025-01-27,07:02:28,PhonePe,P2P,Peer Transfer,186.88,IDBI Bank,SBI,Android,4G,Bhopal,FAILED,NPCI Server Error,Yes,4351
UPI2025000192,2025-07-15,23:14:52,Amazon Pay,P2M,Utility Bill,2938.55,IndusInd Bank,Bank of Baroda,Android,4G,Chandigarh,SUCCESS,N/A,N/A,2358
UPI2025000193,2025-07-22,09:19:17,Google Pay,P2M,Utility Bill,3464.53,IndusInd Bank,IDBI Bank,Android,5G,Delhi,SUCCESS,N/A,N/A,1736
UPI2025000194,2025-09-07,17:50:33,Google Pay,P2P,Peer Transfer,118.39,Kotak Mahindra Bank,Kotak Mahindra Bank,Android,WiFi,Noida,SUCCESS,N/A,N/A,305
UPI2025000195,2025-03-29,11:45:09,BHIM,P2P,Peer Transfer,355.73,SBI,Union Bank of India,Android,5G,Jaipur,SUCCESS,N/A,N/A,827
UPI2025000196,2025-03-20,11:05:59,PhonePe,P2P,Peer Transfer,462.95,Bank of Baroda,HDFC Bank,iOS,4G,Jaipur,SUCCESS,N/A,N/A,2747
UPI2025000197,2025-08-23,04:04:12,BHIM,P2M,E-commerce,4300.47,IndusInd Bank,IDBI Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,1886
UPI2025000198,2025-12-20,01:59:12,WhatsApp Pay,P2M,Entertainment,1042.55,HDFC Bank,IDBI Bank,iOS,5G,Jalandhar,SUCCESS,N/A,N/A,1383
UPI2025000199,2025-04-03,15:49:18,PhonePe,P2P,Peer Transfer,176.54,Union Bank of India,Yes Bank,Android,5G,Noida,SUCCESS,N/A,N/A,3102
UPI2025000200,2025-11-08,22:30:48,BHIM,P2P,Peer Transfer,3316.51,Axis Bank,Bank of Baroda,Android,WiFi,Chandigarh,FAILED,Transaction Timeout,No,4893
UPI2025000201,2025-10-07,13:09:12,PhonePe,P2M,Entertainment,124.15,Kotak Mahindra Bank,IndusInd Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,1874
UPI2025000202,2025-11-16,14:46:41,Paytm,P2M,Medical/Pharmacy,470.14,Canara Bank,ICICI Bank,Android,5G,Noida,FAILED,NPCI Server Error,No,6630
UPI2025000203,2025-01-23,14:53:54,Google Pay,P2M,Travel,2308.69,Yes Bank,SBI,Android,5G,Mumbai,SUCCESS,N/A,N/A,1399
UPI2025000204,2025-01-04,09:29:23,Google Pay,P2M,Entertainment,216.46,Yes Bank,Yes Bank,Android,4G,Bhopal,SUCCESS,N/A,N/A,3108
UPI2025000205,2025-01-05,01:46:17,PhonePe,P2P,Peer Transfer,183.76,Punjab National Bank,SBI,Android,4G,Amritsar,FAILED,Insufficient Balance,Yes,4430
UPI2025000206,2025-03-16,16:16:52,PhonePe,P2P,Peer Transfer,14821.42,Kotak Mahindra Bank,HDFC Bank,Android,5G,Pune,SUCCESS,N/A,N/A,2010
UPI2025000207,2025-11-18,19:41:54,Paytm,P2P,Peer Transfer,902.35,SBI,HDFC Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1755
UPI2025000208,2025-02-02,14:27:41,Paytm,P2M,Grocery,310.57,IndusInd Bank,HDFC Bank,Android,WiFi,Noida,SUCCESS,N/A,N/A,2407
UPI2025000209,2025-12-25,06:59:17,Amazon Pay,P2P,Peer Transfer,471.94,IndusInd Bank,Yes Bank,iOS,4G,Jalandhar,SUCCESS,N/A,N/A,1226
UPI2025000210,2025-10-20,19:52:25,Amazon Pay,P2M,Peer Transfer,118.04,Punjab National Bank,ICICI Bank,iOS,4G,Bhopal,SUCCESS,N/A,N/A,1322
UPI2025000211,2025-10-21,18:50:44,Paytm,P2M,Grocery,44770.36,Union Bank of India,IDBI Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,3078
UPI2025000212,2025-10-26,16:38:25,WhatsApp Pay,P2M,Entertainment,351.05,Bank of Baroda,SBI,Android,4G,Jaipur,SUCCESS,N/A,N/A,1286
UPI2025000213,2025-09-21,16:24:05,Paytm,P2M,Food Delivery,119.67,Punjab National Bank,Axis Bank,Android,4G,Chandigarh,SUCCESS,N/A,N/A,1248
UPI2025000214,2025-05-03,12:05:00,WhatsApp Pay,P2M,Food Delivery,4800.43,Canara Bank,Bank of Baroda,Android,4G,Chennai,SUCCESS,N/A,N/A,1451
UPI2025000215,2025-07-19,12:01:05,PhonePe,P2M,Medical/Pharmacy,331.07,HDFC Bank,IndusInd Bank,iOS,4G,Patiala,SUCCESS,N/A,N/A,558
UPI2025000216,2025-02-02,18:35:57,CRED,P2P,Peer Transfer,364.48,Axis Bank,IndusInd Bank,Android,4G,Hyderabad,SUCCESS,N/A,N/A,1142
UPI2025000217,2025-07-11,08:10:27,Google Pay,P2M,Medical/Pharmacy,344.8,Punjab National Bank,Canara Bank,Android,4G,Noida,SUCCESS,N/A,N/A,4074
UPI2025000218,2025-03-17,13:08:19,Google Pay,P2M,Travel,414.09,Kotak Mahindra Bank,Bank of Baroda,Android,4G,Kolkata,SUCCESS,N/A,N/A,1322
UPI2025000219,2025-11-16,19:38:08,Google Pay,P2P,Peer Transfer,4453.83,IndusInd Bank,IDBI Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,2538
UPI2025000220,2025-09-27,16:36:50,Google Pay,P2M,Travel,3560.63,Kotak Mahindra Bank,Punjab National Bank,Android,WiFi,Jalandhar,SUCCESS,N/A,N/A,2256
UPI2025000221,2025-07-31,09:49:35,Google Pay,P2M,E-commerce,87.72,IDBI Bank,Canara Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1649
UPI2025000222,2025-11-06,19:43:31,Google Pay,P2P,Peer Transfer,3845.79,Punjab National Bank,Axis Bank,Android,4G,Jaipur,FAILED,Payer Account Frozen/Inactive,Yes,4793
UPI2025000223,2025-06-05,15:59:58,BHIM,P2P,Peer Transfer,417.75,Kotak Mahindra Bank,Union Bank of India,iOS,5G,Bhopal,SUCCESS,N/A,N/A,1971
UPI2025000224,2025-12-22,06:49:15,Paytm,P2M,Grocery,319.59,Bank of Baroda,ICICI Bank,Android,5G,Jaipur,SUCCESS,N/A,N/A,1841
UPI2025000225,2025-05-09,22:27:06,Google Pay,P2P,Peer Transfer,392.12,Punjab National Bank,Axis Bank,Android,5G,Pune,SUCCESS,N/A,N/A,1714
UPI2025000226,2025-06-01,13:43:37,Paytm,P2M,Entertainment,9612.94,ICICI Bank,Bank of Baroda,Android,4G,Mumbai,FAILED,PIN Retry Limit Exceeded,Yes,5058
UPI2025000227,2025-05-02,12:50:13,PhonePe,P2P,Peer Transfer,805.27,Bank of Baroda,Canara Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,1919
UPI2025000228,2025-11-11,17:01:54,PhonePe,P2M,Rent,3294.12,HDFC Bank,Yes Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,1169
UPI2025000229,2025-06-15,22:14:51,PhonePe,P2M,Travel,487.01,ICICI Bank,ICICI Bank,Android,5G,Jalandhar,SUCCESS,N/A,N/A,3208
UPI2025000230,2025-06-16,12:45:13,Google Pay,P2M,Education Fee,17313.2,IDBI Bank,HDFC Bank,Android,4G,Chennai,FAILED,Daily Transaction Limit Exceeded,Yes,4368
UPI2025000231,2025-09-06,11:24:39,PhonePe,P2P,Peer Transfer,2531.24,HDFC Bank,Bank of Baroda,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,880
UPI2025000232,2025-08-18,06:08:20,Google Pay,P2P,Peer Transfer,50.37,Punjab National Bank,HDFC Bank,Android,5G,Patiala,SUCCESS,N/A,N/A,2437
UPI2025000233,2025-08-12,12:11:31,Paytm,P2M,Recharge/Bill Payment,24455.07,IDBI Bank,Yes Bank,Android,5G,Chandigarh,FAILED,Network Connectivity Issue,No,8193
UPI2025000234,2025-12-03,12:00:31,Google Pay,P2P,Peer Transfer,204.82,Kotak Mahindra Bank,Union Bank of India,Android,5G,Patiala,SUCCESS,N/A,N/A,836
UPI2025000235,2025-06-22,14:05:36,Google Pay,P2P,Peer Transfer,448.11,Axis Bank,Punjab National Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,673
UPI2025000236,2025-10-28,18:35:32,Google Pay,P2M,Medical/Pharmacy,433.54,HDFC Bank,Punjab National Bank,Android,WiFi,Chennai,SUCCESS,N/A,N/A,3099
UPI2025000237,2025-06-15,07:53:41,Paytm,P2P,Peer Transfer,3994.69,Punjab National Bank,SBI,Android,WiFi,Chennai,SUCCESS,N/A,N/A,2378
UPI2025000238,2025-02-15,18:15:13,BHIM,P2P,Peer Transfer,646.37,IndusInd Bank,IDBI Bank,Android,5G,Amritsar,SUCCESS,N/A,N/A,2996
UPI2025000239,2025-11-01,09:13:51,Google Pay,P2P,Peer Transfer,400.3,Bank of Baroda,Union Bank of India,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1191
UPI2025000240,2025-04-14,21:32:57,Paytm,P2M,Travel,108.26,HDFC Bank,ICICI Bank,iOS,3G,Chandigarh,SUCCESS,N/A,N/A,3420
UPI2025000241,2025-02-21,10:45:20,BHIM,P2P,Peer Transfer,141.81,Yes Bank,Kotak Mahindra Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,1392
UPI2025000242,2025-01-30,16:56:49,Google Pay,P2P,Peer Transfer,1812.48,Union Bank of India,IDBI Bank,iOS,4G,Noida,SUCCESS,N/A,N/A,200
UPI2025000243,2025-01-01,20:54:46,Google Pay,P2M,Medical/Pharmacy,392.13,Canara Bank,Yes Bank,iOS,WiFi,Jaipur,FAILED,Bank Server Down,Yes,4492
UPI2025000244,2025-04-15,11:18:21,PhonePe,P2M,Medical/Pharmacy,312.9,ICICI Bank,IndusInd Bank,iOS,WiFi,Delhi,FAILED,Network Connectivity Issue,Yes,2183
UPI2025000245,2025-02-18,21:10:28,PhonePe,P2M,Recharge/Bill Payment,169.97,Kotak Mahindra Bank,Axis Bank,iOS,4G,Hyderabad,FAILED,Bank Server Down,Yes,2496
UPI2025000246,2025-09-16,20:10:03,PhonePe,P2M,E-commerce,288.1,Punjab National Bank,IDBI Bank,Android,4G,Bengaluru,FAILED,Beneficiary Bank Server Down,Yes,3937
UPI2025000247,2025-03-29,14:28:00,Google Pay,P2M,Travel,970.56,Bank of Baroda,HDFC Bank,Android,5G,Pune,SUCCESS,N/A,N/A,1853
UPI2025000248,2025-10-11,19:06:20,PhonePe,P2P,Peer Transfer,4419.36,Punjab National Bank,ICICI Bank,Android,WiFi,Chandigarh,FAILED,Transaction Timeout,No,3206
UPI2025000249,2025-03-05,13:46:13,Paytm,P2M,Entertainment,4166.71,ICICI Bank,Kotak Mahindra Bank,iOS,4G,Bengaluru,FAILED,Insufficient Balance,No,7134
UPI2025000250,2025-05-17,22:20:50,Google Pay,P2P,Peer Transfer,3396.1,Punjab National Bank,Yes Bank,Android,5G,Ahmedabad,SUCCESS,N/A,N/A,1977
UPI2025000251,2025-09-26,03:54:42,Amazon Pay,P2M,E-commerce,50.0,Axis Bank,Union Bank of India,Android,4G,Delhi,SUCCESS,N/A,N/A,1511
UPI2025000252,2025-11-05,21:31:24,Google Pay,P2M,Education Fee,2016.03,Canara Bank,Yes Bank,iOS,4G,Lucknow,SUCCESS,N/A,N/A,2181
UPI2025000253,2025-02-21,12:53:36,PhonePe,P2P,Peer Transfer,2741.88,Union Bank of India,Yes Bank,Android,3G,Mumbai,FAILED,Insufficient Balance,Yes,4576
UPI2025000254,2025-01-16,21:50:25,PhonePe,P2P,Peer Transfer,107.78,Yes Bank,IDBI Bank,Android,5G,Mumbai,SUCCESS,N/A,N/A,1908
UPI2025000255,2025-07-28,16:17:05,Google Pay,P2M,Recharge/Bill Payment,2581.8,Union Bank of India,Axis Bank,Android,4G,Mumbai,SUCCESS,N/A,N/A,1365
UPI2025000256,2025-06-19,18:54:15,Google Pay,P2P,Peer Transfer,179.51,HDFC Bank,Kotak Mahindra Bank,Android,4G,Amritsar,FAILED,Invalid VPA / Beneficiary Not Found,No,7647
UPI2025000257,2025-03-05,14:22:33,PhonePe,P2P,Peer Transfer,3104.04,IDBI Bank,Punjab National Bank,Android,WiFi,Hyderabad,SUCCESS,N/A,N/A,2770
UPI2025000258,2025-02-15,18:01:21,BHIM,P2P,Peer Transfer,451.34,Punjab National Bank,Union Bank of India,Android,5G,Mumbai,SUCCESS,N/A,N/A,1765
UPI2025000259,2025-07-18,12:31:54,PhonePe,P2P,Peer Transfer,1447.98,Bank of Baroda,ICICI Bank,Android,5G,Bengaluru,SUCCESS,N/A,N/A,1236
UPI2025000260,2025-07-17,00:54:55,Google Pay,P2P,Peer Transfer,360.75,SBI,Canara Bank,iOS,4G,Delhi,SUCCESS,N/A,N/A,2156
UPI2025000261,2025-12-21,17:41:26,Google Pay,P2M,Medical/Pharmacy,485.98,Axis Bank,Kotak Mahindra Bank,Android,4G,Lucknow,FAILED,Daily Transaction Limit Exceeded,Yes,5587
UPI2025000262,2025-03-28,19:02:25,Google Pay,P2M,Fuel,228.2,Canara Bank,Punjab National Bank,Android,5G,Ludhiana,SUCCESS,N/A,N/A,1466
UPI2025000263,2025-04-24,15:19:47,Paytm,P2M,Entertainment,90.13,Canara Bank,Bank of Baroda,iOS,WiFi,Bhopal,SUCCESS,N/A,N/A,634
UPI2025000264,2025-04-06,08:59:26,Google Pay,P2M,Rent,389.0,Union Bank of India,Bank of Baroda,iOS,WiFi,Ludhiana,SUCCESS,N/A,N/A,2844
UPI2025000265,2025-05-27,19:46:19,Google Pay,P2P,Peer Transfer,125.66,Union Bank of India,Axis Bank,iOS,3G,Chandigarh,SUCCESS,N/A,N/A,2696
UPI2025000266,2025-02-06,04:14:57,BHIM,P2M,Entertainment,1619.21,Kotak Mahindra Bank,IDBI Bank,iOS,4G,Bengaluru,SUCCESS,N/A,N/A,1355
UPI2025000267,2025-09-05,19:04:37,PhonePe,P2M,E-commerce,1254.29,Kotak Mahindra Bank,Yes Bank,Android,WiFi,Jaipur,SUCCESS,N/A,N/A,1510
UPI2025000268,2025-10-13,11:28:17,Google Pay,P2M,Peer Transfer,4125.52,Axis Bank,ICICI Bank,Android,4G,Chennai,SUCCESS,N/A,N/A,3669
UPI2025000269,2025-06-07,07:22:49,Google Pay,P2P,Peer Transfer,110.86,Punjab National Bank,Canara Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,2454
UPI2025000270,2025-09-28,16:13:53,BHIM,P2M,Medical/Pharmacy,25348.96,ICICI Bank,HDFC Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1846
UPI2025000271,2025-03-09,03:25:54,PhonePe,P2P,Peer Transfer,164.92,IDBI Bank,Union Bank of India,Android,WiFi,Chandigarh,FAILED,Insufficient Balance,No,6332
UPI2025000272,2025-03-28,08:52:25,PhonePe,P2P,Peer Transfer,2820.18,Yes Bank,Yes Bank,Android,WiFi,Mumbai,FAILED,Insufficient Balance,No,5192
UPI2025000273,2025-06-22,19:05:57,BHIM,P2P,Peer Transfer,634.88,Bank of Baroda,HDFC Bank,Android,4G,Patiala,SUCCESS,N/A,N/A,2351
UPI2025000274,2025-06-03,14:24:43,PhonePe,P2M,Fuel,485.26,Bank of Baroda,Axis Bank,Android,WiFi,Delhi,SUCCESS,N/A,N/A,851
UPI2025000275,2025-08-28,10:18:31,PhonePe,P2P,Peer Transfer,1297.17,Union Bank of India,Canara Bank,Android,4G,Jalandhar,SUCCESS,N/A,N/A,1935
UPI2025000276,2025-11-06,14:40:51,PhonePe,P2M,Medical/Pharmacy,253.62,SBI,Kotak Mahindra Bank,Android,WiFi,Lucknow,SUCCESS,N/A,N/A,2128
UPI2025000277,2025-07-15,11:17:11,Google Pay,P2P,Peer Transfer,4689.27,IndusInd Bank,Axis Bank,Android,4G,Noida,SUCCESS,N/A,N/A,2374
UPI2025000278,2025-10-25,16:14:10,Google Pay,P2P,Peer Transfer,3430.55,Yes Bank,Axis Bank,Android,WiFi,Delhi,SUCCESS,N/A,N/A,771
UPI2025000279,2025-03-27,15:51:24,PhonePe,P2P,Peer Transfer,499.71,ICICI Bank,ICICI Bank,Android,5G,Lucknow,SUCCESS,N/A,N/A,2089
UPI2025000280,2025-01-11,17:22:36,PhonePe,P2M,Entertainment,287.84,IndusInd Bank,Axis Bank,Android,4G,Delhi,FAILED,Incorrect UPI PIN,Yes,5343
UPI2025000281,2025-07-24,14:21:58,PhonePe,P2M,Medical/Pharmacy,3504.17,ICICI Bank,Bank of Baroda,Android,4G,Chandigarh,SUCCESS,N/A,N/A,1532
UPI2025000282,2025-11-25,14:23:04,PhonePe,P2M,Medical/Pharmacy,410.74,Yes Bank,Kotak Mahindra Bank,Android,4G,Amritsar,SUCCESS,N/A,N/A,3038
UPI2025000283,2025-06-19,18:31:41,Google Pay,P2M,Peer Transfer,2149.08,IDBI Bank,Union Bank of India,Android,4G,Amritsar,SUCCESS,N/A,N/A,907
UPI2025000284,2025-10-13,17:08:11,Paytm,P2P,Peer Transfer,126.4,IDBI Bank,IndusInd Bank,iOS,WiFi,Delhi,FAILED,Incorrect UPI PIN,No,200
UPI2025000285,2025-08-26,09:36:06,WhatsApp Pay,P2M,E-commerce,305.69,ICICI Bank,Bank of Baroda,Android,4G,Mumbai,SUCCESS,N/A,N/A,2683
UPI2025000286,2025-09-18,16:56:21,PhonePe,P2P,Peer Transfer,264.35,Punjab National Bank,Axis Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,1507
UPI2025000287,2025-01-19,12:46:26,WhatsApp Pay,P2M,Medical/Pharmacy,196.3,Kotak Mahindra Bank,Canara Bank,Android,4G,Noida,SUCCESS,N/A,N/A,3045
UPI2025000288,2025-08-13,17:43:14,Google Pay,P2P,Peer Transfer,408.36,HDFC Bank,SBI,Android,WiFi,Mumbai,SUCCESS,N/A,N/A,2307
UPI2025000289,2025-12-11,12:46:04,PhonePe,P2M,Peer Transfer,534.03,HDFC Bank,Bank of Baroda,iOS,5G,Patiala,SUCCESS,N/A,N/A,1893
UPI2025000290,2025-03-06,16:27:10,Google Pay,P2M,Travel,39.53,Bank of Baroda,Axis Bank,Android,5G,Bhopal,SUCCESS,N/A,N/A,1743
UPI2025000291,2025-04-20,11:06:03,PhonePe,P2P,Peer Transfer,248.08,Union Bank of India,Canara Bank,Android,4G,Ahmedabad,SUCCESS,N/A,N/A,1961
UPI2025000292,2025-08-31,16:12:06,Google Pay,P2P,Peer Transfer,162.54,ICICI Bank,Yes Bank,Android,WiFi,Ahmedabad,SUCCESS,N/A,N/A,3052
UPI2025000293,2025-07-02,14:42:16,Google Pay,P2P,Peer Transfer,1048.49,Union Bank of India,Kotak Mahindra Bank,iOS,4G,Chennai,FAILED,Bank Server Down,Yes,4710
UPI2025000294,2025-11-22,10:03:09,Paytm,P2P,Peer Transfer,357.43,Yes Bank,HDFC Bank,Android,5G,Pune,SUCCESS,N/A,N/A,599
UPI2025000295,2025-11-23,12:33:26,WhatsApp Pay,P2M,E-commerce,481.83,Yes Bank,Canara Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,1912
UPI2025000296,2025-12-16,14:36:43,CRED,P2M,Entertainment,3207.25,ICICI Bank,HDFC Bank,Android,3G,Jalandhar,SUCCESS,N/A,N/A,1413
UPI2025000297,2025-02-19,04:05:43,PhonePe,P2M,Fuel,121.76,Yes Bank,ICICI Bank,Android,5G,Mumbai,FAILED,Transaction Timeout,No,2012
UPI2025000298,2025-11-29,10:29:58,Amazon Pay,P2M,Travel,392.46,IDBI Bank,IndusInd Bank,Android,4G,Bengaluru,SUCCESS,N/A,N/A,1176
UPI2025000299,2025-08-07,18:50:18,BHIM,P2P,Peer Transfer,337.1,Bank of Baroda,Kotak Mahindra Bank,Android,5G,Noida,FAILED,Incorrect UPI PIN,Yes,2124
UPI2025000300,2025-08-25,17:25:02,PhonePe,P2P,Peer Transfer,371.07,Bank of Baroda,IDBI Bank,Android,WiFi,Lucknow,FAILED,Network Connectivity Issue,Yes,5119
UPI2025000301,2025-04-19,19:54:44,Paytm,P2P,Peer Transfer,21.58,Axis Bank,ICICI Bank,Android,WiFi,Kolkata,SUCCESS,N/A,N/A,1298
UPI2025000302,2025-06-11,16:05:12,PhonePe,P2P,Peer Transfer,301.29,Kotak Mahindra Bank,IDBI Bank,Android,4G,Delhi,SUCCESS,N/A,N/A,567
UPI2025000303,2025-03-03,06:45:32,PhonePe,P2P,Peer Transfer,2319.43,Union Bank of India,IndusInd Bank,Android,WiFi,Delhi,SUCCESS,N/A,N/A,2312
UPI2025000304,2025-06-27,05:23:45,Google Pay,P2P,Peer Transfer,857.39,Bank of Baroda,Canara Bank,Android,4G,Ludhiana,SUCCESS,N/A,N/A,3265
UPI2025000305,2025-07-09,16:11:55,PhonePe,P2P,Peer Transfer,104.01,Union Bank of India,Bank of Baroda,iOS,4G,Mumbai,SUCCESS,N/A,N/A,1830
